"h","baseline_median","forecast_sd","conditioned_value","scenario_var","scenario_label"
20,21.4323151930404,2.92989813962105,24.3622133326615,"VHSI","VHSI (Hong Kong) +1 Forecast SD"
1,26.2715687223846,1.44590518639765,27.7174739087823,"INVIXN","INVIXN (India) +1 Forecast SD"
2,26.6656017320734,1.44243108290684,28.1080328149802,"INVIXN","INVIXN (India) +1 Forecast SD"
3,25.7700048736437,1.45856631267485,27.2285711863186,"INVIXN","INVIXN (India) +1 Forecast SD"
4,25.6015290298823,1.48217101405105,27.0837000439333,"INVIXN","INVIXN (India) +1 Forecast SD"
5,25.4169806617643,1.49295512607528,26.9099357878396,"INVIXN","INVIXN (India) +1 Forecast SD"
6,25.1048736081766,1.51553727582193,26.6204108839986,"INVIXN","INVIXN (India) +1 Forecast SD"
7,24.8527745386788,1.53971450602678,26.3924890447056,"INVIXN","INVIXN (India) +1 Forecast SD"
8,24.5615881883841,1.56730371681576,26.1288919051998,"INVIXN","INVIXN (India) +1 Forecast SD"
9,24.317963089763,1.58486093626282,25.9028240260259,"INVIXN","INVIXN (India) +1 Forecast SD"
10,24.0681832214815,1.6332053925385,25.70138861402,"INVIXN","INVIXN (India) +1 Forecast SD"
11,23.7983544759091,1.64829089689714,25.4466453728063,"INVIXN","INVIXN (India) +1 Forecast SD"
12,23.6018577702026,1.69756313372308,25.2994209039257,"INVIXN","INVIXN (India) +1 Forecast SD"
13,23.3530193689788,1.70269190266418,25.055711271643,"INVIXN","INVIXN (India) +1 Forecast SD"
14,23.1191125149666,1.76077541005193,24.8798879250185,"INVIXN","INVIXN (India) +1 Forecast SD"
15,22.9142858398242,1.77520074087119,24.6894865806954,"INVIXN","INVIXN (India) +1 Forecast SD"
16,22.6756281531597,1.79319509827518,24.4688232514349,"INVIXN","INVIXN (India) +1 Forecast SD"
17,22.4741855103669,1.8642300531571,24.338415563524,"INVIXN","INVIXN (India) +1 Forecast SD"
18,22.2456354424299,1.87541972115723,24.1210551635871,"INVIXN","INVIXN (India) +1 Forecast SD"
19,22.1069362085404,1.91302815210959,24.01996436065,"INVIXN","INVIXN (India) +1 Forecast SD"
20,21.8698351240058,1.94334770316328,23.8131828271691,"INVIXN","INVIXN (India) +1 Forecast SD"
